0,large,1,2,0
1,circle,3,4,0
2,medium,5,6,0
3,yellow,7,8,0
4,rectangle,9,10,0
5,red,11,12,0
6,red,13,14,0
7,,-1,-1,171
8,green,17,18,0
9,red,19,20,0
10,hexagon,21,22,0
11,rectangle,23,24,0
12,triangle,25,26,0
13,rectangle,27,28,0
14,green,29,30,0
17,,-1,-1,138
18,orange,37,38,0
19,,-1,-1,129
20,orange,41,42,0
21,orange,43,44,0
22,pentagon,45,46,0
23,,-1,-1,165
24,circle,49,50,0
25,yellow,51,52,0
26,rectangle,53,54,0
27,small,55,-1,0
28,triangle,57,58,0
29,small,59,-1,0
30,small,61,-1,0
37,,-1,-1,107
38,red,77,-1,0
41,,-1,-1,116
42,green,85,86,0
43,,-1,-1,150
44,green,89,90,0
45,yellow,91,92,0
46,triangle,93,-1,0
49,,-1,-1,110
50,pentagon,101,102,0
51,,-1,-1,110
52,green,105,106,0
53,green,107,108,0
54,hexagon,109,110,0
55,,-1,-1,170
57,small,115,-1,0
58,small,117,-1,0
59,circle,119,120,0
61,yellow,123,124,0
77,,-1,-1,160
85,,-1,-1,199
86,yellow,173,-1,0
89,,-1,-1,195
90,yellow,181,182,0
91,,-1,-1,109
92,red,185,186,0
93,yellow,187,188,0
101,,-1,-1,149
102,hexagon,205,206,0
105,,-1,-1,139
106,orange,213,-1,0
107,,-1,-1,130
108,yellow,217,218,0
109,orange,219,220,0
110,pentagon,221,222,0
115,,-1,-1,135
117,pentagon,235,236,0
119,,-1,-1,148
120,hexagon,241,242,0
123,circle,247,248,0
124,rectangle,249,250,0
173,,-1,-1,118
181,,-1,-1,145
182,red,365,-1,0
185,,-1,-1,109
186,orange,373,374,0
187,,-1,-1,172
188,green,377,378,0
205,,-1,-1,178
206,triangle,413,-1,0
213,,-1,-1,135
217,,-1,-1,158
218,orange,437,-1,0
219,,-1,-1,172
220,yellow,441,442,0
221,green,443,444,0
222,circle,445,-1,0
235,,-1,-1,162
236,circle,473,474,0
241,,-1,-1,192
242,triangle,485,486,0
247,,-1,-1,132
248,triangle,497,498,0
249,orange,499,-1,0
250,triangle,501,502,0
365,,-1,-1,135
373,,-1,-1,100
374,green,749,-1,0
377,,-1,-1,121
378,red,757,758,0
413,,-1,-1,106
437,,-1,-1,123
441,,-1,-1,114
442,green,885,-1,0
443,,-1,-1,147
444,orange,889,890,0
445,orange,891,892,0
473,,-1,-1,158
474,hexagon,949,-1,0
485,,-1,-1,127
486,rectangle,973,974,0
497,,-1,-1,197
498,hexagon,997,998,0
499,,-1,-1,136
501,orange,1003,-1,0
502,hexagon,1005,1006,0
749,,-1,-1,127
757,,-1,-1,129
758,orange,1517,-1,0
885,,-1,-1,195
889,,-1,-1,158
890,yellow,1781,-1,0
891,,-1,-1,157
892,green,1785,1786,0
949,,-1,-1,105
973,,-1,-1,129
974,pentagon,1949,-1,0
997,,-1,-1,156
998,rectangle,1997,1998,0
1003,,-1,-1,135
1005,orange,2011,-1,0
1006,orange,2013,-1,0
1517,,-1,-1,176
1781,,-1,-1,122
1785,,-1,-1,136
1786,yellow,3573,-1,0
1949,,-1,-1,135
1997,,-1,-1,133
1998,pentagon,3997,-1,0
2011,,-1,-1,151
2013,pentagon,4027,4028,0
3573,,-1,-1,122
3997,,-1,-1,128
4027,,-1,-1,109
4028,circle,8057,-1,0
8057,,-1,-1,161
